cov_id,study_id,study_name,month_start,year_start,month_end,year_end,year_publish,year_mid,country,region_actual,region_analysis,urban_rural,location,study_design,study_sample,sex,population,population_detail,symptomatic,symptomatic_prop,never_sex,never_sex_prop,age_group,reproductive_age,age_range,age_min,age_max,age_mean,age_median,age_iqr,hiv_status,hiv_tested,hiv_positive,hiv_prevalence,sti,denom,num,prevalence,specimen,specimencat,test,testcat,sens,spec,adj_prev,adj_se,adj_prev_lwr,adj_prev_upr,adj_denom,adj_num,notes,search_v
#22853,Martin 2021,CHIEDZA,June,2019,January,2020,2021,2020,Zimbabwe,EA,EA,Urban,Harare,Cohort,Consecutive,Male,Community members,STICH (nested in CHIEDZA) trial participants accessing a community-based sexual and reproductive service,NA,NA,NA,NA,Youth,Y,16 to 24,16,24,NA,NA,NA,Mixed,NA,NA,NR,NG,300,7,0.0233,first catch urine,urine,GeneXpert,NAAT,80.9,99.9,0.03155815,0.010905955,0.013532255,0.055604662,256.9553474,8.109035363,NA,1
#22853,Martin 2021,CHIEDZA,June,2019,January,2020,2021,2020,Zimbabwe,EA,EA,Urban,Harare,Cohort,Consecutive,Female,Community members,STICH (nested in CHIEDZA) trial participants accessing a community-based sexual and reproductive service,NA,NA,NA,NA,Youth,Y,16 to 24,16,24,NA,NA,NA,Mixed,NA,NA,NR,CT,1201,178,0.1482,first catch urine,urine,GeneXpert,NAAT,87,99.8,0.169105524,0.011749545,0.14695076,0.19304996,1017.797929,172.1152523,NA,1
#22853,Martin 2021,CHIEDZA,June,2019,January,2020,2021,2020,Zimbabwe,EA,EA,Urban,Harare,Cohort,Consecutive,Female,Community members,STICH (nested in CHIEDZA) trial participants accessing a community-based sexual and reproductive service,NA,NA,NA,NA,Youth,Y,16 to 24,16,24,NA,NA,NA,Mixed,NA,NA,NR,NG,1201,27,0.0225,first catch urine,urine,GeneXpert,NAAT,91.6,100,0.025383961,0.004841575,0.016704565,0.035528111,1055.406043,26.79038563,NA,1
#22862,Masatu 2022,NA,August,2017,December,2017,2022,2017,Tanzania,EA,EA,Urban,Mwanza,Cross sectional,Convenience,Female,FP attendees,Women seeking IUCD placement services,NA,NA,NA,NA,Adult,Y,18+,18,NR,NA,26,23-32,Mixed,142,8,5.6338028169014086E-2,CT,150,34,0.226666667,Endocervical swab,genital fluid,INVIBIO immunochromatographic rapid antigen test,rapid antigen test,56,99,0.400254013,0.061450451,0.285764489,0.531924371,63.57010046,25.44418779,NA,1
#22864,Masese 2017,NA,August,2014,March,2015,2017,2015,Kenya,EA,EA,Urban,Mombasa,Cross sectional,Convenience,Female,Students,University or high school students,NA,NA,NA,NA,Youth,Y,15 to 24,15,24,NA,18,17-19,Mixed,NA,NA,NR,CT,451,16,0.035476718,urine,urine,NAAT: Hologic Aptima Detection System,NAAT,87,99.8,0.040890419,0.010214781,0.023179598,0.063699386,375.8648239,15.36927031,NA,1
#22864,Masese 2017,NA,August,2014,March,2015,2017,2015,Kenya,EA,EA,Urban,Mombasa,Cross sectional,Convenience,Female,Students,University or high school students,NA,NA,NA,NA,Youth,Y,15 to 24,15,24,NA,18,17-19,Mixed,NA,NA,NR,NG,451,7,0.015521064,urine,urine,NAAT: Hologic Aptima Detection System,NAAT,91.6,100,0.01936734,0.006853866,0.008552398,0.034244501,404.3012531,7.830239752,NA,1
#22864,Masese 2017,NA,August,2014,March,2015,2017,2015,Kenya,EA,EA,Urban,Mombasa,Cross sectional,Convenience,Female,Students,University or high school students,NA,NA,NA,NA,Youth,Y,15 to 24,15,24,NA,18,17-19,Mixed,NA,NA,NR,TV,451,3,0.006651885,urine,urine,NAAT: Hologic Aptima Detection System,NAAT,66.9,98.3,0.004691168,0.004458927,0.000127879,0.016429799,234.8433022,1.101689483,NA,1
#22867,Masha 2017,NA,July,2015,September,2015,2017,2015,Kenya,EA,EA,Rural,Kilifi,Cross sectional,Consecutive,Female,ANC attendees,pregnant women,NA,NA,Exclude,0,Adult,Y,18 to 45,18,45,NA,26,22-31,Mixed,202,13,6.4000000000000001E-2,CT,202,30,0.148514851,urine,urine,NAAT: GeneXpertÂ®Â CT/NG Assay,NAAT,87,99.8,0.172908858,0.029034185,0.121139277,0.232480479,169.6490076,29.33381612,NA,1
#22867,Masha 2017,NA,July,2015,September,2015,2017,2015,Kenya,EA,EA,Rural,Kilifi,Cross sectional,Consecutive,Female,ANC attendees,pregnant women,NA,NA,Exclude,0,Adult,Y,18 to 45,18,45,NA,26,22-31,Mixed,202,13,6.4000000000000001E-2,NG,202,2,0.00990099,urine,urine,NAAT: GeneXpertÂ®Â CT/NG Assay,NAAT,91.6,100,0.016008327,0.009083185,0.003207461,0.037815289,190.9242216,3.056377423,NA,1
#22867,Masha 2017,NA,July,2015,September,2015,2017,2015,Kenya,EA,EA,Rural,Kilifi,Cross sectional,Consecutive,Female,ANC attendees,pregnant women,NA,NA,Exclude,0,Adult,Y,18 to 45,18,45,NA,26,22-31,Mixed,202,13,6.4000000000000001E-2,TV,202,15,0.074257426,genital specimen,genital fluid,InPouch,culture,68.8,100,0.113940591,0.027944565,0.065963851,0.172484017,129.2845436,14.73075732,NA,1
#25928,Maufi 2016,NA,November,2014,April,2015,2016,2015,Tanzania,EA,EA,Urban and peri-urban,Mwanza,Cross sectional,Consecutive,Female,ANC attendees,ANC (hosp and health centre),NA,NA,Exclude,0,Adult,Y,17 to 46,17,46,NA,26,NA,Mixed,325,6,1.8461538461538463E-2,TV,365,38,0.104109589,genital specimen,genital fluid,MWM,WM,52,100,0.204650313,0.030751731,0.147083205,0.270106169,172.120027,35.22441733,Giemsa prevalence was 23%,1
#24699,Maureen 2022,NA,NR,NR,NR,NR,2022,2019,Nigeria,WA,WA,Urban,"Orlu, Imo State",Cross sectional,NR,Female,ANC attendees,Women attending ANC for first time,NA,NA,Exclude,0,Adult,Y,18+,18,NR,NA,NA,NA,Mixed,NA,NA,NR,CT,200,1,0.005,cervico-vaginal swab,genital fluid,pcr,NAAT,88.6,99.6,0.008866851,0.00737906,0.000395495,0.028148066,161.3984349,1.431095927,NA,1
#24699,Maureen 2022,NA,NR,NR,NR,NR,2022,2019,Nigeria,WA,WA,Urban,"Orlu, Imo State",Cross sectional,NR,Female,ANC attendees,Women attending ANC for first time,NA,NA,Exclude,0,Adult,Y,18+,18,NR,NA,NA,NA,Mixed,NA,NA,NR,NG,200,12,0.06,cervico-vaginal swab,genital fluid,pcr,NAAT,93.3,99.2,0.061259653,0.018701448,0.029418336,0.101283015,164.4256397,10.07265764,NA,1
#24699,Maureen 2022,NA,NR,NR,NR,NR,2022,2019,Nigeria,WA,WA,Urban,"Orlu, Imo State",Cross sectional,NR,Female,ANC attendees,Women attending ANC for first time,NA,NA,Exclude,0,Adult,Y,18+,18,NR,NA,NA,NA,Mixed,NA,NA,NR,TV,200,8,0.04,cervico-vaginal swab,genital fluid,pcr,NAAT,95,98,0.026889318,0.015173481,0.003540295,0.060565759,113.6505598,3.055986001,NA,1
#22898,Mbah 2022,NA,November,2017,December,2018,2022,2018,Cameroon,CA,CA,Peri-urban,"Buea, Limbe Tiko, and Mutengene in Fako Division",Case control,NR,Female,ANC attendees,Control group in infertility study was pregnant women enrolled at ANC,NA,NA,Exclude,0,Adult,Y,15 to 46,15,46,NA,27,24-32,Mixed,NA,NA,NR,CT,265,13,0.049056604,GE,genital fluid,Aptima Combo 2 (AC2) for CT and NG,NAAT,88.6,99.6,0.055026279,0.015374868,0.028997154,0.088360584,219.971831,12.10423132,NA,1
#22898,Mbah 2022,NA,November,2017,December,2018,2022,2018,Cameroon,CA,CA,Peri-urban,"Buea, Limbe Tiko, and Mutengene in Fako Division",Case control,NR,Female,ANC attendees,Control group in infertility study was pregnant women enrolled at ANC,NA,NA,Exclude,0,Adult,Y,15 to 46,15,46,NA,27,24-32,Mixed,NA,NA,NR,NG,265,7,0.026415094,GE,genital fluid,Aptima Combo2 NAAT with cervical swab,NAAT,93.3,99.2,0.023578078,0.011295131,0.005099906,0.049001729,180.4527096,4.254727993,NA,1
#22898,Mbah 2022,NA,November,2017,December,2018,2022,2018,Cameroon,CA,CA,Peri-urban,"Buea, Limbe Tiko, and Mutengene in Fako Division",Case control,NR,Female,ANC attendees,Control group in infertility study was pregnant women enrolled at ANC,NA,NA,Exclude,0,Adult,Y,15 to 46,15,46,NA,27,24-32,Mixed,NA,NA,NR,TV,265,12,0.045283019,GE,genital fluid,Aptima TV NAAT,NAAT,95,98,0.030778255,0.014717446,0.006315837,0.06304413,137.7216556,4.238832295,NA,1
#22907,Mbu 2008,NA,January,2006,December,2006,2008,2006,Cameroon,CA,CA,Urban,Yaounde,Cross sectional,Consecutive,Female,ANC attendees,Pregnant women attending antenatal visit,Include,NR,Exclude,0,Adult,Y,NR,NR,NR,28,NA,NA,Mixed,2008,198,9.8605577689243024E-2,CT,2008,204,0.101593625,cervical scrapings,genital fluid,Micro Trak direct immunofluorescence,DFA,82,98.5,0.108161908,0.008449603,0.091730386,0.125551687,1351.100809,146.1376412,NA,2
#22907,Mbu 2008,NA,January,2006,December,2006,2008,2006,Cameroon,CA,CA,Urban,Yaounde,Cross sectional,Consecutive,Female,ANC attendees,Pregnant women attending antenatal visit,Include,NR,Exclude,0,Adult,Y,NR,NR,NR,28,NA,NA,Mixed,2008,198,9.8605577689243024E-2,NG,2008,66,0.032868526,genital swab,genital fluid,Culture with Thayer Martin media,culture,75.7,100,0.04401398,0.005255285,0.034303347,0.054700784,1523.525147,67.05640567,NA,2
#22907,Mbu 2008,NA,January,2006,December,2006,2008,2006,Cameroon,CA,CA,Urban,Yaounde,Cross sectional,Consecutive,Female,ANC attendees,Pregnant women attending antenatal visit,Include,NR,Exclude,0,Adult,Y,NR,NR,NR,28,NA,NA,Mixed,2008,198,9.8605577689243024E-2,TV,2008,234,0.116533865,Vaginal swab,genital fluid,wet mount microscopy,WM,52,100,0.224921321,0.013504756,0.199323577,0.251933059,955.879032,214.9975746,NA,2
#22906,Mbuvi 2024,NA,August,2021,May,2022,2024,2022,Kenya,EA,EA,Rural,"Mwingi, Kitui County",Cross sectional,Consecutive,Female,PHC/OPD attendees,Women seeking medical care at outpatient clinics of hospital,NR,NR,NR,NR,Adult,Y,15 to 44,15,44,NA,NA,NA,Mixed,NA,NA,NR,NG,322,8,0.025,high vaginal swab,genital fluid,culture,culture,75.7,100,0.036697625,0.012087128,0.016997906,0.064401451,241.9660156,8.879578085,NA,2
#22906,Mbuvi 2024,NA,August,2021,May,2022,2024,2022,Kenya,EA,EA,Rural,"Mwingi, Kitui County",Cross sectional,Consecutive,Female,PHC/OPD attendees,Women seeking medical care at outpatient clinics of hospital,NR,NR,NR,NR,Adult,Y,15 to 44,15,44,NA,NA,NA,Mixed,NA,NA,NR,TV,322,12,0.037,high vaginal swab,genital fluid,wet mount microscopy,WM,52,100,0.07720781,0.020760337,0.042201135,0.124561321,165.3089381,12.76314107,NA,2
#32527,McCormack 2010,MDP301,Sept,2005,Aug,2008,2010,2007,South Africa,SA,SA,Urban,Durban,RCT,Convenience,Female,HIV/STI prevention trial participants,"MDP Trial Participants: Baseline. Recruited from health centres, family planning clinics, word of mouth, and community hotspots. ""These study populations are considered to be broadly representative of women at risk in the general population in these areas.""",NA,NA,NA,NA,Adult,U,18+,18,NR,NA,NA,NA,HIV negative,2391,0,0,CT,2391,266,0.111250523,GE,genital fluid,PCR,NAAT,88.6,99.6,0.121900969,0.007157147,0.107946558,0.136689167,2089.636481,254.7287115,NA,1
#32527,McCormack 2010,MDP301,Sept,2005,Aug,2008,2010,2007,South Africa,SA,SA,Urban,Durban,RCT,Convenience,Female,HIV/STI prevention trial participants,"MDP Trial Participants: Baseline. Recruited from health centres, family planning clinics, word of mouth, and community hotspots. ""These study populations are considered to be broadly representative of women at risk in the general population in these areas.""",NA,NA,NA,NA,Adult,U,18+,18,NR,NA,NA,NA,HIV negative,2391,0,0,NG,2391,75,0.031367629,GE,genital fluid,PCR,NAAT,93.3,99.2,0.025690557,0.003851195,0.018655484,0.033544732,1687.638162,43.35636407,NA,1
#32527,McCormack 2010,MDP301,Sept,2005,Aug,2008,2010,2007,South Africa,SA,SA,Urban,Durban,RCT,Convenience,Female,HIV/STI prevention trial participants,"MDP Trial Participants: Baseline. Recruited from health centres, family planning clinics, word of mouth, and community hotspots. ""These study populations are considered to be broadly representative of women at risk in the general population in these areas.""",NA,NA,NA,NA,Adult,U,18+,18,NR,NA,NA,NA,HIV negative,2391,0,0,TV,2391,225,0.094102886,GE,genital fluid,CUL,culture,68.8,100,0.137399345,0.008599821,0.120716859,0.154787825,1602.56474,220.1913453,NA,1
#32527,McCormack 2010,MDP301,Sept,2005,Sep,2008,2010,2007,South Africa,SA,SA,Urban,Johannesburg,RCT,Convenience,Female,HIV/STI prevention trial participants,"MDP Trial Participants: Baseline. Recruited from health centres, family planning clinics, word of mouth, and community hotspots. ""These study populations are considered to be broadly representative of women at risk in the general population in these areas.""",NA,NA,NA,NA,Adult,U,18+,18,NR,NA,NA,NA,HIV negative,2499,0,0,CT,2499,313,0.1252501,GE,genital fluid,PCR,NAAT,88.6,99.6,0.13781387,0.007536642,0.123290299,0.152598849,2091.886812,288.291018,NA,1
#32527,McCormack 2010,MDP301,Sept,2005,Sep,2008,2010,2007,South Africa,SA,SA,Urban,Johannesburg,RCT,Convenience,Female,HIV/STI prevention trial participants,"MDP Trial Participants: Baseline. Recruited from health centres, family planning clinics, word of mouth, and community hotspots. ""These study populations are considered to be broadly representative of women at risk in the general population in these areas.""",NA,NA,NA,NA,Adult,U,18+,18,NR,NA,NA,NA,HIV negative,2499,0,0,NG,2499,78,0.031212485,GE,genital fluid,PCR,NAAT,93.3,99.2,0.025493184,0.003781691,0.018418955,0.033258843,1737.147995,44.28543361,NA,1
#32527,McCormack 2010,MDP301,Sept,2005,Sep,2008,2010,2007,South Africa,SA,SA,Urban,Johannesburg,RCT,Convenience,Female,HIV/STI prevention trial participants,"MDP Trial Participants: Baseline. Recruited from health centres, family planning clinics, word of mouth, and community hotspots. ""These study populations are considered to be broadly representative of women at risk in the general population in these areas.""",NA,NA,NA,NA,Adult,U,18+,18,NR,NA,NA,NA,HIV negative,2499,0,0,TV,2499,205,0.082032813,GE,genital fluid,CUL,culture,68.8,100,0.119842619,0.007899371,0.104703601,0.135687153,1690.388734,202.5806135,NA,1
#32527,McCormack 2010,MDP301,Sept,2005,Oct,2008,2010,2007,South Africa,SA,SA,Rural,KwaZulu-Natal,RCT,Convenience,Female,HIV/STI prevention trial participants,"MDP Trial Participants: Baseline. Recruited from health centres, family planning clinics, word of mouth, and community hotspots. ""These study populations are considered to be broadly representative of women at risk in the general population in these areas.""",NA,NA,NA,NA,Adult,U,18+,18,NR,NA,NA,NA,HIV negative,1177,0,0,CT,1177,63,0.053525913,GE,genital fluid,PCR,NAAT,88.6,99.6,0.056921199,0.007620755,0.042775888,0.072776738,924.3277071,52.6138411,NA,1
#32527,McCormack 2010,MDP301,Sept,2005,Oct,2008,2010,2007,South Africa,SA,SA,Rural,KwaZulu-Natal,RCT,Convenience,Female,HIV/STI prevention trial participants,"MDP Trial Participants: Baseline. Recruited from health centres, family planning clinics, word of mouth, and community hotspots. ""These study populations are considered to be broadly representative of women at risk in the general population in these areas.""",NA,NA,NA,NA,Adult,U,18+,18,NR,NA,NA,NA,HIV negative,1177,0,0,NG,1177,82,0.069668649,GE,genital fluid,PCR,NAAT,93.3,99.2,0.067477652,0.00830259,0.052459211,0.085187253,912.8343899,61.59592158,NA,1
#32527,McCormack 2010,MDP301,Sept,2005,Oct,2008,2010,2007,South Africa,SA,SA,Rural,KwaZulu-Natal,RCT,Convenience,Female,HIV/STI prevention trial participants,"MDP Trial Participants: Baseline. Recruited from health centres, family planning clinics, word of mouth, and community hotspots. ""These study populations are considered to be broadly representative of women at risk in the general population in these areas.""",NA,NA,NA,NA,Adult,U,18+,18,NR,NA,NA,NA,HIV negative,1177,0,0,TV,1177,152,0.129141886,GE,genital fluid,CUL,culture,68.8,100,0.188637295,0.013977954,0.161981829,0.217316363,783.3492061,147.7688751,NA,1
#32527,McCormack 2010,MDP301,Sept,2005,Aug,2008,2010,2007,Tanzania,EA,EA,Urban,Mwanza,RCT,Convenience,Female,HIV/STI prevention trial participants,"MDP Trial Participants: Baseline. Women recruited from populations at increased risk of HIV and STIs: women who work in food and recreational facilities, including local food stalls, bars, guesthouses and brew shops.",NA,NA,NA,NA,Adult,U,16+,16,NR,NA,NA,NA,HIV negative,1146,0,0,CT,1146,68,0.059336824,GE,genital fluid,PCR,NAAT,88.6,99.6,0.063631676,0.008030179,0.04876781,0.080082651,923.9949931,58.79535007,NA,1
#32527,McCormack 2010,MDP301,Sept,2005,Aug,2008,2010,2007,Tanzania,EA,EA,Urban,Mwanza,RCT,Convenience,Female,HIV/STI prevention trial participants,"MDP Trial Participants: Baseline. Women recruited from populations at increased risk of HIV and STIs: women who work in food and recreational facilities, including local food stalls, bars, guesthouses and brew shops.",NA,NA,NA,NA,Adult,U,16+,16,NR,NA,NA,NA,HIV negative,1146,0,0,NG,1146,54,0.047120419,GE,genital fluid,PCR,NAAT,93.3,99.2,0.042976001,0.006787081,0.030695326,0.057014308,892.858721,38.3714972,NA,1
#32527,McCormack 2010,MDP301,Sept,2005,Aug,2008,2010,2007,Tanzania,EA,EA,Urban,Mwanza,RCT,Convenience,Female,HIV/STI prevention trial participants,"MDP Trial Participants: Baseline. Women recruited from populations at increased risk of HIV and STIs: women who work in food and recreational facilities, including local food stalls, bars, guesthouses and brew shops.",NA,NA,NA,NA,Adult,U,16+,16,NR,NA,NA,NA,HIV negative,1146,0,0,TV,1146,110,0.095986038,GE,genital fluid,CUL,culture,68.8,100,0.140485083,0.012641929,0.116818332,0.165921031,755.5390729,106.1419693,NA,1
#32527,McCormack 2010,MDP301,Sept,2005,Aug,2008,2010,2007,Uganda,EA,EA,Rural,Masaka,RCT,Convenience,Female,HIV/STI prevention trial participants,"MDP Trial Participants: Baseline. Women recruited from populations at increased risk of HIV and STIs: women who are in discordant partnerships, i.e. husband / regular male partner is known to be HIV-positive.",NA,NA,NA,NA,Adult,U,16+,16,NR,NA,NA,NA,HIV negative,840,0,0,CT,840,5,0.005952381,GE,genital fluid,PCR,NAAT,88.6,99.6,0.004215411,0.003025216,0.000241447,0.011186742,458.6619096,1.933448527,NA,1
#32527,McCormack 2010,MDP301,Sept,2005,Aug,2008,2010,2007,Uganda,EA,EA,Rural,Masaka,RCT,Convenience,Female,HIV/STI prevention trial participants,"MDP Trial Participants: Baseline. Women recruited from populations at increased risk of HIV and STIs: women who are in discordant partnerships, i.e. husband / regular male partner is known to be HIV-positive.",NA,NA,NA,NA,Adult,U,16+,16,NR,NA,NA,NA,HIV negative,840,0,0,NG,840,24,0.028571429,GE,genital fluid,PCR,NAAT,93.3,99.2,0.02347632,0.006061339,0.012728119,0.036395753,623.9870832,14.64892057,NA,1
#32527,McCormack 2010,MDP301,Sept,2005,Aug,2008,2010,2007,Uganda,EA,EA,Rural,Masaka,RCT,Convenience,Female,HIV/STI prevention trial participants,"MDP Trial Participants: Baseline. Women recruited from populations at increased risk of HIV and STIs: women who are in discordant partnerships, i.e. husband / regular male partner is known to be HIV-positive.",NA,NA,NA,NA,Adult,U,16+,16,NR,NA,NA,NA,HIV negative,840,0,0,TV,840,97,0.11547619,GE,genital fluid,CUL,culture,68.8,100,0.169061574,0.016114014,0.138586075,0.201419372,541.0111991,91.46420491,NA,1
#32527,McCormack 2010,MDP301,Sept,2005,Aug,2008,2010,2007,Zambia,EA,EA,Rural,Mazabuka,RCT,Convenience,Female,HIV/STI prevention trial participants,"MDP Trial Participants: Baseline. Women who were provided with health care through their employment, or their partner's employment, on a sugar estate near the town of Mazabuka, as well as women in Mazabuka",NA,NA,NA,NA,Adult,U,18+,18,NR,NA,NA,NA,HIV negative,1332,0,0,CT,1332,9,0.006756757,GE,genital fluid,PCR,NAAT,88.6,99.6,0.004116938,0.002464746,0.000349081,0.009757256,674.8984746,2.778515385,NA,1
#32527,McCormack 2010,MDP301,Sept,2005,Aug,2008,2010,2007,Zambia,EA,EA,Rural,Mazabuka,RCT,Convenience,Female,HIV/STI prevention trial participants,"MDP Trial Participants: Baseline. Women who were provided with health care through their employment, or their partner's employment, on a sugar estate near the town of Mazabuka, as well as women in Mazabuka",NA,NA,NA,NA,Adult,U,18+,18,NR,NA,NA,NA,HIV negative,1332,0,0,NG,1332,9,0.006756757,GE,genital fluid,PCR,NAAT,93.3,99.2,0.002046732,0.001782486,6.01000455675066e-05,0.006643967,642.863679,1.315769579,NA,1
#32527,McCormack 2010,MDP301,Sept,2005,Aug,2008,2010,2007,Zambia,EA,EA,Rural,Mazabuka,RCT,Convenience,Female,HIV/STI prevention trial participants,"MDP Trial Participants: Baseline. Women who were provided with health care through their employment, or their partner's employment, on a sugar estate near the town of Mazabuka, as well as women in Mazabuka",NA,NA,NA,NA,Adult,U,18+,18,NR,NA,NA,NA,HIV negative,1332,0,0,TV,1332,105,0.078828829,GE,genital fluid,CUL,culture,68.8,100,0.115393699,0.010668528,0.095282541,0.137059511,896.8567802,103.4916216,NA,1
#22920,Mcharo 2022,NA,March,2019,January,2020,2022,2020,Tanzania,EA,EA,Urban,Mbeya Region,Cross sectional,Random,Female,Students,Students,NA,NA,NA,NA,Youth,Y,18 to 24,18,24,NA,NA,NA,Mixed,186,3,1.6E-2,CT,186,25,0.134408602,Urine,urine,GeneXpert,NAAT,87,99.8,0.157063679,0.028921698,0.10469322,0.217860616,158.2788719,24.85986193,NA,1
#22920,Mcharo 2022,NA,March,2019,January,2020,2022,2020,Tanzania,EA,EA,Urban,Mbeya Region,Cross sectional,Random,Female,Students,Students,NA,NA,NA,NA,Youth,Y,18 to 24,18,24,NA,NA,NA,Mixed,186,3,1.6E-2,NG,186,1,0.005376344,Urine,urine,GeneXpert,NAAT,91.6,100,0.011706395,0.008284607,0.001429466,0.032527767,168.5641856,1.97327891,NA,1
#22920,Mcharo 2022,NA,March,2019,January,2020,2022,2020,Tanzania,EA,EA,Urban,Mbeya Region,Cross sectional,Random,Male,Students,Students,NA,NA,NA,NA,Youth,Y,18 to 24,18,24,NA,NA,NA,Mixed,260,0,0,CT,260,24,0.092307692,Urine,urine,GeneXpert,NAAT,87.8,99.3,0.102124296,0.020838947,0.065006181,0.145673863,211.1513005,21.56367784,NA,1
#22920,Mcharo 2022,NA,March,2019,January,2020,2022,2020,Tanzania,EA,EA,Urban,Mbeya Region,Cross sectional,Random,Male,Students,Students,NA,NA,NA,NA,Youth,Y,18 to 24,18,24,NA,NA,NA,Mixed,260,0,0,NG,260,4,0.015384615,Urine,urine,GeneXpert,NAAT,80.9,99.9,0.022689048,0.010594984,0.006395421,0.047832984,197.536998,4.481926527,NA,1
#22934,Mehta 2023,CaCHe study,March,2018,April,2018,2023,2018,Kenya,EA,EA,Unsure,Siaya County,Cohort,Random,Female,Students,Secondary school girls,NA,NA,NA,NA,Youth,Y,14 to 22,14,22,NA,NA,NA,Mixed,436,7,1.6055045871559634E-2,CT,436,43,0.098623853,vaginal swab,genital fluid,GeneXpert,NAAT,88.6,99.6,0.109071394,0.016517989,0.07836888,0.142506431,356.1553152,38.8463567,baseline results,1
#22934,Mehta 2023,CaCHe study,March,2018,April,2018,2023,2018,Kenya,EA,EA,Unsure,Siaya County,Cohort,Random,Female,Students,Secondary school girls,NA,NA,NA,NA,Youth,Y,14 to 22,14,22,NA,NA,NA,Mixed,436,7,1.6055045871559634E-2,NG,436,27,0.061926606,vaginal swab,genital fluid,GeneXpert,NAAT,93.3,99.2,0.060791275,0.012749711,0.037661409,0.087980453,351.2389489,21.35226349,baseline results,1
#22934,Mehta 2023,CaCHe study,March,2018,April,2018,2023,2018,Kenya,EA,EA,Unsure,Siaya County,Cohort,Random,Female,Students,Secondary school girls,NA,NA,NA,NA,Youth,Y,14 to 22,14,22,NA,NA,NA,Mixed,436,7,1.6055045871559634E-2,TV,436,6,0.013761468,vaginal swab,genital fluid,OSOM TV antigen detection assay,rapid antigen test,68.5,97.4,0.005765635,0.005471802,0.000137551,0.019985797,191.4587486,1.103881318,baseline results,1
#22950,Menendez 2010,NA,August,2000,October,2000,2010,2000,Mozambique,EA,EA,Rural,Manhica,Cross sectional,NR,Female,ANC and FP attendees,59% were enrolled at the ANC and 7% at the family planning clinic (FPC),NA,NA,NA,NA,Adult,Y,14 to 61,14,61,NA,NA,NA,Mixed,256,30,0.12,CT,253,19,0.08,GE,genital fluid,DNA ID-assay,NAAT,88.6,99.6,0.084355806,0.018659797,0.050700545,0.124302979,221.8338943,18.71297703,NA,1
#22950,Menendez 2010,NA,August,2000,October,2000,2010,2000,Mozambique,EA,EA,Rural,Manhica,Cross sectional,NR,Female,ANC and FP attendees,59% were enrolled at the ANC and 7% at the family planning clinic (FPC),NA,NA,NA,NA,Adult,Y,14 to 61,14,61,NA,NA,NA,Mixed,256,30,0.12,NG,250,34,0.14,GE,genital fluid,"Culture and gram stain (based on more precise, ie mean of culture)",culture,75.7,100,0.183138557,0.029220679,0.129135069,0.24290941,175.2054401,32.08687155,NA,1
#22950,Menendez 2010,NA,August,2000,October,2000,2010,2000,Mozambique,EA,EA,Rural,Manhica,Cross sectional,NR,Female,ANC and FP attendees,59% were enrolled at the ANC and 7% at the family planning clinic (FPC),NA,NA,NA,NA,Adult,Y,14 to 61,14,61,NA,NA,NA,Mixed,256,30,0.12,TV,254,78,0.31,Vaginal discharge/urine,genital fluid,wet mount,WM,52,100,0.592536654,0.053719344,0.487956413,0.701945538,83.6647205,49.57441356,NA,1
#22957,Mensch 2008,Malawi Diffusion and Ideational Change Project (MDICP),June,2004,July,2004,2008,2004,Malawi,EA,EA,Rural,Balaka District,Cross sectional,NR,Female,Population-representative survey participants,Unmarried female adolescents,NR,NR,Include,0.52,Youth,Y,15 to 21,15,21,NA,NA,NA,Mixed,423,25,0.06,CT,387,4,0.01,vaginal swab,genital fluid,Roche Polymerase Chain Reaction (PCR) tests,NAAT,88.6,99.6,0.010154507,0.006294598,0.000945197,0.025152663,253.6823544,2.576019119,NA,2
#22957,Mensch 2008,Malawi Diffusion and Ideational Change Project (MDICP),June,2004,July,2004,2008,2004,Malawi,EA,EA,Rural,Balaka District,Cross sectional,NR,Female,Population-representative survey participants,Unmarried female adolescents,NR,NR,Include,0.52,Youth,Y,15 to 21,15,21,NA,NA,NA,Mixed,423,25,0.06,NG,387,23,0.06,vaginal swab,genital fluid,Roche Polymerase Chain Reaction (PCR) tests,NAAT,93.3,99.2,0.057834389,0.013372472,0.034047511,0.085662319,304.7123017,17.62284979,NA,2
#22957,Mensch 2008,Malawi Diffusion and Ideational Change Project (MDICP),June,2004,July,2004,2008,2004,Malawi,EA,EA,Rural,Balaka District,Cross sectional,NR,Female,Population-representative survey participants,Unmarried female adolescents,NR,NR,Include,0.52,Youth,Y,15 to 21,15,21,NA,NA,NA,Mixed,423,25,0.06,TV,401,8,0.02,vaginal swab,genital fluid,Roche Polymerase Chain Reaction (PCR) tests,NAAT,95,98,0.007637948,0.006013532,0.000306765,0.022787822,209.5981877,1.60089998,NA,2
#22966,Mgodi 2021,HVTN703 / HPTN081,May,2016,September,2018,2021,2017,Botswana,SA,SA,Urban,Gaborone,Cohort,Convenience,Female,HIV/STI prevention trial participants,HVTN 703/HPTN 081 baseline. HIV-negative heterosexual women who had engaged in vaginal and/or anal intercourse with a male partner 6 months before randomisation.,NA,NA,NA,NA,Adult,Y,18 to 50,18,50,NA,26,22-30,HIV negative,150,0,0,CT,150,31,0.207,urine or cervical/vaginal swab,genital fluid or urine,pcr,NAAT,87,99.6,0.238906174,0.038713684,0.166629866,0.319742872,121.3211654,28.98437544,Emailed study contact 3 times for detail on TV test - data not extracted,1
